,iloc,distance
0,2,2.1553556617915937
1,2,2.8527307152584545
2,1,3.5042209040766243
3,2,2.096107948733265
4,2,2.0597831964184037
5,1,2.095126987081095
6,3,4.296783494706475
7,1,1.9338404352773484
8,2,2.1383705290647845
9,2,3.0473292774251304
10,1,2.0991554839651796
11,2,2.2185283937069076
12,1,1.9471716357140507
13,1,1.96810628459079
14,2,1.5696755051525038
15,2,3.6724687623627896
16,2,2.746549549543406
17,1,2.626826262081277
18,1,2.9195543370480346
19,1,5.562295477937441
20,1,5.866966588984021
21,3,3.5627682791568116
22,1,2.2051976096950336
23,3,5.3393791387740235
24,2,2.1368458037271285
25,1,1.8960495457804043
26,2,1.3220331998857096
27,1,2.0916213833924933
28,2,4.962161369171869
29,1,2.2690499854553083
30,3,5.752099146308705
31,1,2.1429731983362292
32,2,3.1097612200130476
33,1,3.0361413368739067
34,1,8.393639802786062
35,2,1.708807866906407
36,2,5.381840108625106
37,1,3.113856181701364
38,2,2.9508268209833814
39,2,7.170540025315789
40,2,1.6701445813445652
41,1,2.490463752268583
42,2,2.0863885687392587
43,2,1.6264032776630075
44,1,2.9799104234295606
45,2,1.6584413572402952
46,2,3.351037047797381
47,2,2.0442352008977203
48,1,4.089707276065587
49,2,1.4561436296249113
50,2,8.057320873339455
51,1,2.2396487499340947
52,2,1.263377269266375
53,1,3.3680468853870758
54,1,2.137859357900944
55,2,2.166103938688075
56,2,1.7799228578584998
57,3,3.1771806661428053
58,2,1.5768645637983714
59,2,2.3553037280760254
60,2,1.9590852084166326
61,2,1.9506000776392571
62,2,2.3845175607482894
63,2,3.830864077755923
64,1,3.32841490461114
65,1,2.042943190171741
66,2,2.9407783670879994
67,2,1.6336908899247886
68,1,2.908231594410439
69,2,2.284448446518502
70,1,3.2915444915747667
71,3,15.394414536132869
72,2,3.0164868975041705
73,1,2.169618646383919
74,2,1.9294002881131245
75,1,2.8758389717568975
76,1,3.852403882293424
77,1,1.7404220169865467
78,2,3.6399164255189667
79,2,3.7299748620299953
80,1,1.1478808073886955
81,2,3.178017425360951
82,1,3.134154897946533
83,1,3.38351683824699
84,3,3.3197006754590204
85,1,5.29474161279398
86,3,6.509480986772769
87,3,5.9778320954918795
88,2,1.7667829822009753
89,2,2.9892636829088524
90,3,5.5728663030823204
91,2,4.35062702669842
92,2,1.6072202743629553
93,2,1.9385659760187977
94,2,1.9953815952073601
95,2,2.0112188213434004
96,1,2.626090059149826
97,2,1.9407241458671147
98,1,4.208539435827791
99,2,5.106381089129858
100,2,2.8376657696835426
101,1,3.3465423800393963
102,3,3.2101254510032184
103,1,3.8942836482088605
104,2,1.5179368372591917
105,2,1.3647548326082277
106,1,1.7657562651748815
107,2,6.065238417503761
108,1,1.5529978261957742
109,3,5.006374574181177
110,1,1.4817129321202684
111,2,1.5685088320151857
112,3,3.9546405172195938
113,2,2.8820876712812202
114,1,2.860498219413442
115,1,1.8956038496622647
116,1,2.7412847338623614
117,2,1.6151347033980523
118,1,4.447544320191078
119,2,1.3550513745646295
120,3,4.254012018974229
121,2,2.4561597593881612
122,3,5.565880423043551
123,2,1.2872034893370496
124,2,7.510825217560894
125,3,9.173420325687587
126,2,3.1395830067454984
127,1,2.140947482018669
128,2,6.901452949051018
129,2,4.294922875262407
130,2,3.020006837996864
131,1,2.651049810709928
132,1,2.105716437190737
133,2,8.43071472304681
134,1,1.6916948284408853
135,1,1.988533324192703
136,3,4.509694748789256
137,1,1.949986262925983
138,3,19.22658985102685
139,1,3.3716238952643947
140,2,2.188531472493593
141,2,1.3919430561022825
142,2,2.8426286846827713
143,3,6.542022807153259
144,3,2.6373350379810288
145,2,2.1497129211441526
146,1,2.274602048479302
147,2,2.09046109655223
148,1,1.6880890653421596
149,1,2.922571144425104
150,3,7.260177606804717
151,1,3.756617560903044
152,1,3.156575643531238
153,3,10.349727345023979
154,1,2.837123149138684
155,1,5.567206299570629
156,3,5.500905192154794
157,2,1.7392670225694147
158,3,3.2125097283800157
159,2,1.769706122963776
160,2,1.5942764550066775
161,2,2.0681342554165947
162,1,1.8355873205782511
163,2,1.84525858286272
164,1,4.57611740536547
165,2,2.4816845986103293
166,1,3.164094000416506
167,3,4.0156127893846145
168,1,2.0624429767134207
169,1,1.6808580808138076
170,2,2.4447504567698704
171,3,5.408136180658567
172,2,3.6848850714114745
173,2,3.629903930494827
174,3,4.675373281667727
175,2,1.5186895742884312
176,1,3.2073711646912972
177,2,2.4768279291637456
178,3,5.3365699615983635
179,1,2.624319831333281
180,1,2.920415723319086
181,2,4.080653964044007
182,2,10.389635846186254
183,2,4.295923956789691
184,1,2.2648844690210064
185,1,2.2624594839512224
186,2,1.098622686862031
187,1,1.7439712591764553
188,2,2.1583157139184603
189,2,1.9551965849204986
190,2,2.16543832072826
191,2,2.070591434131862
192,2,2.5045146123124176
193,1,4.5672507991390034
194,2,2.6864260525248453
195,1,4.439848945688571
196,1,4.0011607530673725
197,1,4.143346386047657
198,2,2.1365188883949835
199,2,3.8069078773876583
200,2,5.744898398190989
201,2,1.8406839537772495
202,1,2.324978736831696
203,2,4.7504490829756545
204,3,4.239374599148042
205,2,3.7587347743921997
206,2,1.658971922463847
207,2,4.199983683586651
208,2,4.667172657232936
209,2,2.659280514704582
210,2,6.097780794752807
211,2,2.7589041646574053
212,2,1.9594206310359665
213,1,2.749927863047298
214,2,2.1060452729477785
215,2,3.534477501077585
